Employee ID,Age,Department,Position,Salary,Joining Date,Performance,Location,Education,Manager ID,Years in Company,Gender
1917,41,Sales,Junior,46665,2019-06-06,Good,Dallas,High School,4857,15,Female
1918,32,Finance,Manager,68185,2015-01-01,Excellent,New York,Bachelor's,573,5,Male
1919,43,HR,Junior,43992,2019-10-04,Average,San Francisco,High School,5865,16,Male
1920,56,Sales,Junior,149339,2024-06-20,Good,Chicago,Bachelor's,5836,8,Male
1921,34,Finance,Intern,122137,2012-06-06,Good,Los Angeles,PhD,7762,8,Female
1922,22,HR,Junior,102807,2015-07-31,Below Average,Chicago,Master's,6927,5,Male
1923,26,Finance,Manager,75367,2012-09-06,Below Average,San Francisco,Bachelor's,735,5,Female
1924,27,Finance,Junior,70839,2016-07-23,Below Average,San Francisco,High School,5291,11,Female
1925,37,Marketing,Manager,121033,2016-05-02,Average,Chicago,Master's,445,6,Male
1926,34,Engineering,Senior,92743,2013-05-16,Excellent,San Francisco,Bachelor's,9307,5,Female
1927,63,Sales,Junior,55874,2025-01-11,Excellent,San Francisco,PhD,7745,0,Female
1928,52,Finance,Senior,99323,2019-09-29,Below Average,Chicago,High School,6573,13,Female
1929,30,Finance,Senior,144806,2020-01-08,Excellent,San Francisco,High School,4245,2,Female
1930,64,Finance,Senior,79899,2019-03-02,Average,Dallas,PhD,4203,7,Female
1931,35,Sales,Junior,81111,2023-06-14,Good,New York,High School,9357,2,Male
1932,57,Sales,Junior,40889,2017-01-04,Below Average,San Francisco,Bachelor's,4387,19,Female
1933,32,Marketing,Junior,120666,2014-08-29,Average,New York,Bachelor's,1127,16,Male
1934,46,Sales,Junior,64852,2010-03-08,Good,New York,PhD,8787,13,Female
1935,45,Sales,Manager,72159,2010-05-21,Excellent,Dallas,High School,2765,17,Female
1936,35,HR,Senior,89621,2014-04-18,Below Average,Los Angeles,High School,7766,1,Female
1937,44,Finance,Intern,81204,2016-08-17,Good,San Francisco,Master's,6438,16,Female
1938,57,Marketing,Senior,42807,2018-10-15,Excellent,New York,High School,6503,7,Male
1939,32,Sales,Manager,36739,2011-12-31,Below Average,New York,PhD,6008,2,Female
1940,41,Finance,Senior,60675,2011-09-30,Good,Los Angeles,PhD,1062,5,Male
1941,55,HR,Manager,88445,2022-02-22,Excellent,New York,High School,5291,3,Male
1942,26,Sales,Junior,53314,2010-05-30,Average,San Francisco,Bachelor's,6357,8,Female
1943,40,Sales,Senior,33574,2015-12-09,Excellent,New York,PhD,3305,20,Male
1944,63,Finance,Intern,109715,2013-03-28,Average,Dallas,Master's,6548,20,Male
1945,32,Finance,Junior,40581,2010-04-22,Average,Los Angeles,High School,3319,9,Female
1946,52,Marketing,Senior,95178,2014-08-03,Average,Los Angeles,Bachelor's,1142,8,Female
1947,25,Finance,Intern,44774,2022-04-15,Below Average,New York,Bachelor's,5725,10,Male
1948,28,Finance,Intern,105690,2012-11-30,Good,New York,Master's,3976,18,Male
1949,40,Finance,Intern,52323,2017-06-08,Average,Los Angeles,High School,3471,17,Female
1950,55,Engineering,Junior,80774,2013-04-22,Below Average,San Francisco,PhD,7115,14,Male
1951,44,Sales,Manager,81853,2015-02-17,Good,Chicago,Master's,3559,12,Female
1952,25,Finance,Intern,105417,2010-03-15,Average,New York,Bachelor's,2794,5,Female
1953,39,Finance,Junior,50549,2016-01-16,Below Average,Chicago,Bachelor's,6791,2,Male
1954,37,Sales,Manager,92593,2019-07-24,Below Average,San Francisco,Master's,9712,5,Female
1955,46,HR,Junior,31230,2024-09-20,Excellent,Los Angeles,High School,4320,9,Female
1956,56,Sales,Intern,65489,2017-03-15,Average,Los Angeles,Master's,4776,14,Female
1957,25,Marketing,Senior,50435,2019-03-31,Good,New York,Bachelor's,1440,8,Male
1958,28,Finance,Manager,59983,2022-07-09,Average,Los Angeles,Bachelor's,1919,1,Female
1959,33,Finance,Junior,50069,2010-01-10,Average,Dallas,Bachelor's,3736,18,Female
1960,61,Finance,Intern,140280,2012-12-26,Average,Chicago,High School,2626,3,Male
1961,42,Sales,Manager,141382,2016-12-03,Excellent,Dallas,Bachelor's,3466,19,Female
1962,28,HR,Senior,93957,2017-08-04,Below Average,New York,PhD,4844,8,Male
1963,51,Engineering,Senior,93730,2021-03-02,Excellent,Los Angeles,PhD,7079,0,Female
1964,22,Sales,Intern,33810,2022-04-16,Below Average,New York,High School,9685,19,Female
1965,35,Sales,Senior,33800,2020-03-08,Below Average,Dallas,Master's,2485,12,Female
1966,57,Marketing,Intern,76212,2014-11-13,Below Average,Chicago,PhD,4533,5,Female
1967,48,Finance,Senior,138710,2019-10-10,Excellent,Los Angeles,PhD,4218,3,Male
1968,60,HR,Intern,130799,2019-05-06,Good,New York,Bachelor's,251,18,Male
1969,48,Sales,Manager,126524,2018-07-27,Excellent,San Francisco,Bachelor's,1263,18,Female
1970,62,Finance,Senior,112119,2020-11-02,Below Average,Dallas,High School,497,13,Male
1971,45,Marketing,Manager,117279,2011-11-28,Excellent,Los Angeles,Bachelor's,9987,3,Female
1972,53,Marketing,Senior,45026,2016-09-24,Good,San Francisco,High School,1674,17,Female
1973,27,Finance,Senior,140063,2024-10-27,Below Average,San Francisco,PhD,6020,9,Male
1974,62,Finance,Manager,140594,2019-07-05,Below Average,San Francisco,Bachelor's,5508,14,Female
1975,54,Marketing,Junior,85094,2019-08-24,Below Average,Chicago,Bachelor's,5904,1,Female
1976,52,Engineering,Senior,96319,2011-02-11,Average,Chicago,PhD,1679,12,Male
1977,25,Marketing,Intern,117398,2016-04-26,Excellent,Chicago,Master's,2529,7,Female
1978,65,HR,Manager,126630,2016-02-16,Below Average,San Francisco,Master's,1191,10,Male
1979,57,Sales,Intern,44228,2016-01-15,Below Average,Los Angeles,PhD,8940,9,Female
1980,40,Sales,Senior,107400,2019-09-26,Average,Chicago,Master's,235,11,Male
1981,31,HR,Manager,42672,2019-12-12,Below Average,Chicago,PhD,3787,3,Female
1982,41,Engineering,Manager,48547,2018-10-29,Good,Los Angeles,High School,1510,0,Female
1983,34,Finance,Manager,100389,2012-10-17,Average,Los Angeles,Bachelor's,3230,8,Female
1984,47,Sales,Manager,67630,2014-11-18,Average,Los Angeles,PhD,8138,16,Male
1985,32,HR,Junior,119394,2018-09-20,Excellent,Dallas,High School,2900,15,Female
1986,54,Engineering,Manager,105036,2015-09-27,Good,San Francisco,Master's,4458,12,Female
1987,60,Finance,Junior,72379,2012-05-05,Average,San Francisco,Bachelor's,3893,16,Male
1988,58,Engineering,Senior,103996,2016-06-06,Below Average,Chicago,PhD,723,15,Male
1989,48,HR,Senior,114244,2018-03-09,Good,Dallas,Master's,5539,3,Female
1990,34,Sales,Intern,84071,2013-04-24,Average,Dallas,Master's,1489,4,Female
1991,34,Engineering,Senior,41278,2014-02-27,Average,Los Angeles,PhD,5284,3,Female
1992,48,HR,Junior,37033,2013-01-04,Excellent,Los Angeles,Bachelor's,6667,16,Female
1993,40,Finance,Manager,77393,2024-08-03,Average,Chicago,Master's,9338,9,Female
1994,44,HR,Intern,87002,2024-08-05,Good,Dallas,Bachelor's,2036,9,Male
1995,65,Marketing,Senior,116353,2024-06-29,Average,Chicago,Master's,790,1,Male
1996,24,Sales,Intern,63393,2023-12-20,Good,Dallas,Master's,4640,10,Male
1997,44,Sales,Manager,31167,2015-11-28,Average,Chicago,Bachelor's,9618,6,Male
1998,34,Sales,Senior,145867,2014-05-23,Good,New York,Bachelor's,9529,7,Female
1999,42,Engineering,Senior,110887,2010-12-29,Good,New York,Bachelor's,6293,20,Female
2000,23,Marketing,Junior,105621,2013-11-23,Average,Los Angeles,Master's,9341,8,Female
2001,59,Engineering,Manager,76419,2018-10-06,Good,San Francisco,PhD,5876,8,Female
2002,37,Engineering,Intern,106252,2012-06-15,Good,Chicago,Master's,6165,6,Female
2003,28,Marketing,Junior,68658,2012-06-18,Good,Los Angeles,High School,9891,7,Female
2004,26,Engineering,Senior,42310,2020-04-26,Excellent,San Francisco,Bachelor's,5564,15,Male
2005,50,Engineering,Senior,66959,2014-09-19,Average,Chicago,Master's,9730,7,Female
2006,34,Engineering,Manager,122635,2024-05-12,Below Average,Dallas,High School,8,13,Female
2007,53,Engineering,Junior,128290,2017-03-12,Good,New York,Master's,5071,5,Female
2008,51,Marketing,Senior,81312,2011-01-20,Excellent,Los Angeles,Bachelor's,4019,20,Male
2009,63,HR,Senior,83719,2011-10-14,Average,San Francisco,Master's,1167,4,Female
2010,47,Engineering,Intern,116071,2013-04-26,Good,San Francisco,Bachelor's,2450,17,Male
2011,59,Finance,Intern,93214,2020-08-25,Average,San Francisco,Bachelor's,7306,13,Male
2012,25,Finance,Intern,115699,2012-11-12,Average,Chicago,Bachelor's,9545,17,Male
2013,47,HR,Intern,33294,2019-12-02,Excellent,Los Angeles,Master's,6710,18,Female
2014,55,Sales,Senior,136162,2013-11-15,Good,Los Angeles,High School,2384,4,Male
2015,50,Finance,Manager,61844,2012-02-20,Good,Los Angeles,High School,8167,5,Female
2016,56,HR,Manager,110197,2020-09-09,Good,Dallas,Bachelor's,7503,0,Female
2017,57,HR,Senior,52875,2018-02-12,Below Average,San Francisco,High School,6588,16,Male
2018,48,Marketing,Manager,50874,2016-04-26,Excellent,San Francisco,PhD,7123,8,Male
2019,56,Finance,Intern,135821,2020-06-20,Good,Los Angeles,High School,3761,10,Male
2020,36,Engineering,Manager,120850,2021-03-16,Average,Los Angeles,Master's,4919,14,Female
2021,29,Engineering,Intern,70421,2019-12-26,Good,Chicago,Master's,9890,17,Female
2022,49,HR,Manager,99658,2019-03-17,Excellent,Dallas,Master's,3477,11,Female
2023,25,Marketing,Junior,53045,2011-06-16,Below Average,Chicago,High School,5171,13,Male
2024,51,Finance,Senior,139291,2020-07-19,Good,Chicago,High School,6626,19,Female
2025,59,HR,Junior,141377,2023-02-09,Average,Los Angeles,Master's,3125,20,Male
2026,24,Marketing,Manager,36387,2022-05-08,Good,San Francisco,Bachelor's,9169,2,Male
2027,44,Finance,Intern,50969,2019-08-26,Excellent,Dallas,Bachelor's,220,10,Female
2028,29,Marketing,Junior,32813,2024-07-07,Excellent,New York,PhD,7933,15,Female
2029,23,Marketing,Intern,110160,2019-07-16,Excellent,Dallas,Master's,2669,10,Male
2030,63,Engineering,Junior,112917,2020-09-26,Excellent,San Francisco,PhD,7227,14,Female
2031,58,Marketing,Manager,38262,2023-10-07,Excellent,New York,Master's,5656,13,Male
2032,57,Finance,Junior,84073,2017-11-08,Good,New York,Bachelor's,3201,8,Male
2033,33,Marketing,Junior,96889,2023-04-26,Average,San Francisco,Master's,6764,18,Female
2034,34,Engineering,Junior,80165,2010-11-11,Average,Dallas,PhD,4082,17,Female
2035,54,Marketing,Junior,118115,2016-08-08,Below Average,Chicago,High School,3585,6,Female
2036,63,Sales,Junior,134305,2022-02-04,Average,Dallas,High School,9706,8,Female
2037,39,Engineering,Junior,101012,2010-10-18,Below Average,Chicago,Master's,418,12,Male
2038,45,Marketing,Senior,97870,2013-04-21,Below Average,New York,PhD,7797,8,Female
2039,59,Marketing,Junior,96792,2015-11-09,Below Average,San Francisco,High School,830,15,Male
2040,61,Finance,Intern,123163,2019-01-21,Below Average,Los Angeles,Master's,2609,2,Male
2041,64,Finance,Intern,144993,2012-07-12,Excellent,San Francisco,High School,1814,20,Female
2042,29,Engineering,Intern,142308,2011-09-30,Excellent,Los Angeles,High School,8711,9,Male
2043,36,Sales,Manager,102916,2020-07-22,Average,Dallas,PhD,4664,11,Male
2044,26,Sales,Manager,129123,2018-08-13,Below Average,New York,PhD,5672,16,Female
2045,60,Finance,Intern,33481,2017-10-21,Good,San Francisco,Master's,8955,11,Male
2046,34,Engineering,Senior,82373,2010-07-03,Excellent,New York,Bachelor's,4814,14,Female
2047,60,Finance,Manager,57924,2013-08-01,Excellent,Chicago,High School,3509,2,Male
2048,62,Finance,Junior,127072,2021-11-23,Below Average,New York,High School,4275,11,Female
2049,45,Marketing,Intern,42974,2020-11-13,Below Average,Dallas,PhD,6460,8,Female
2050,50,Marketing,Junior,127109,2019-11-10,Below Average,Los Angeles,PhD,8487,17,Male
2051,47,Sales,Senior,135886,2018-08-20,Excellent,New York,High School,47,7,Female
2052,49,Sales,Junior,39370,2013-08-04,Average,San Francisco,Bachelor's,2958,3,Female
2053,48,Finance,Junior,72971,2011-09-20,Good,New York,Bachelor's,9765,17,Male
2054,35,HR,Senior,146836,2017-01-01,Average,Chicago,Master's,885,13,Male
2055,38,Sales,Junior,56464,2019-02-01,Below Average,New York,Master's,1272,3,Male
2056,61,Engineering,Senior,47268,2018-08-15,Average,San Francisco,Master's,5656,8,Female
2057,44,Marketing,Senior,119165,2020-07-09,Below Average,Los Angeles,High School,1465,10,Female
2058,60,Finance,Junior,113273,2019-07-22,Good,Los Angeles,PhD,5252,12,Male
2059,63,HR,Senior,89185,2013-09-20,Excellent,Los Angeles,Bachelor's,4108,9,Male
2060,28,Marketing,Intern,70447,2018-12-28,Good,Chicago,PhD,7960,20,Female
2061,57,Finance,Intern,101232,2021-10-29,Excellent,San Francisco,Bachelor's,4446,11,Female
2062,29,Finance,Manager,105378,2022-03-26,Below Average,San Francisco,Master's,2838,17,Female
2063,52,HR,Manager,122622,2017-05-18,Good,San Francisco,Master's,3273,8,Male
2064,59,Sales,Intern,54084,2021-05-25,Good,Los Angeles,Bachelor's,6379,8,Male
2065,46,Finance,Intern,119382,2019-11-16,Good,New York,Bachelor's,7335,4,Female
2066,29,Marketing,Senior,118401,2016-10-15,Average,San Francisco,Bachelor's,8660,20,Female
2067,45,HR,Intern,63392,2017-09-13,Good,New York,PhD,2019,7,Female
2068,25,Sales,Manager,45035,2022-09-28,Good,Los Angeles,PhD,5797,8,Male
2069,28,HR,Senior,57749,2017-01-27,Average,Dallas,Bachelor's,9599,1,Female
2070,28,Sales,Intern,75831,2015-07-01,Excellent,Los Angeles,Bachelor's,3444,10,Male
2071,40,Engineering,Junior,140653,2020-11-02,Average,Dallas,High School,7850,17,Female
2072,58,Engineering,Junior,105330,2014-09-20,Average,New York,PhD,5495,4,Male
2073,42,Sales,Junior,54996,2024-08-26,Good,New York,PhD,7796,17,Male
2074,65,HR,Intern,46104,2023-05-23,Excellent,Chicago,Bachelor's,3149,12,Male
2075,37,Finance,Senior,103629,2014-09-24,Average,Chicago,PhD,1213,0,Male
2076,38,Sales,Junior,147465,2021-05-10,Average,San Francisco,High School,5099,6,Female
2077,37,Finance,Intern,54302,2013-05-22,Good,San Francisco,High School,4287,19,Male
2078,22,Sales,Junior,39261,2015-05-20,Excellent,Dallas,High School,2412,12,Male
2079,54,Engineering,Manager,74431,2010-03-29,Below Average,Chicago,Bachelor's,5618,13,Male
2080,35,Marketing,Intern,71073,2018-08-16,Below Average,New York,Bachelor's,1443,1,Female
2081,32,HR,Senior,121139,2020-04-06,Good,Los Angeles,High School,5306,6,Male
2082,49,Sales,Junior,109720,2024-08-22,Good,Los Angeles,Bachelor's,2696,13,Male
2083,44,Sales,Junior,62501,2015-03-06,Good,Los Angeles,Master's,4336,1,Female
2084,25,Engineering,Junior,113470,2018-01-14,Below Average,Los Angeles,High School,1376,10,Female
2085,65,Finance,Senior,149534,2018-12-02,Excellent,Chicago,High School,9546,7,Female
2086,51,Sales,Junior,85828,2023-12-13,Average,San Francisco,Master's,6526,13,Male
2087,48,Sales,Manager,81988,2022-08-23,Good,Chicago,Bachelor's,2759,16,Female
2088,52,Marketing,Intern,37543,2021-06-25,Good,Dallas,Bachelor's,3325,2,Female
2089,30,HR,Junior,126994,2020-09-30,Average,New York,High School,6555,12,Male
2090,65,Marketing,Manager,78035,2022-11-27,Below Average,New York,Bachelor's,1651,1,Female
2091,24,Marketing,Intern,84936,2010-04-19,Good,New York,High School,4072,19,Male
2092,65,Finance,Intern,31527,2020-03-24,Average,New York,Master's,2544,0,Male
2093,63,Sales,Intern,63806,2017-10-24,Average,Chicago,PhD,5662,14,Female
2094,41,Finance,Manager,130847,2021-08-07,Good,Los Angeles,Bachelor's,5895,12,Male
2095,50,Finance,Junior,33528,2010-08-07,Below Average,Chicago,PhD,6960,8,Male
2096,40,HR,Senior,34921,2019-10-05,Below Average,Los Angeles,Bachelor's,7836,15,Male
2097,47,Marketing,Junior,142521,2011-08-20,Below Average,Chicago,PhD,2869,4,Female
2098,56,HR,Intern,136927,2024-09-23,Good,Chicago,Master's,1502,8,Male
2099,48,Engineering,Intern,115180,2020-09-23,Good,Dallas,Bachelor's,5860,13,Female
2100,28,Finance,Senior,88925,2022-11-09,Good,San Francisco,Bachelor's,5013,15,Female
2101,43,HR,Manager,83143,2010-01-27,Excellent,Chicago,Bachelor's,116,14,Female
2102,32,Sales,Intern,143878,2013-03-21,Excellent,Dallas,High School,3398,16,Male
2103,59,Finance,Intern,69582,2020-08-09,Below Average,New York,PhD,324,13,Male
2104,42,Sales,Intern,132904,2011-08-01,Below Average,Dallas,Bachelor's,4862,6,Male
2105,54,Sales,Senior,119242,2019-08-13,Below Average,Dallas,PhD,9640,0,Male
2106,60,HR,Manager,37412,2015-02-13,Excellent,San Francisco,High School,493,13,Male
2107,48,Finance,Junior,111517,2011-11-29,Good,Los Angeles,Bachelor's,1619,13,Female
2108,45,Marketing,Junior,87287,2024-06-16,Below Average,San Francisco,PhD,2160,6,Female
2109,47,Sales,Senior,110039,2011-07-12,Good,New York,Master's,7058,3,Male
2110,60,Engineering,Manager,35001,2012-04-18,Excellent,Los Angeles,Bachelor's,1999,7,Male
2111,27,Finance,Junior,115834,2019-04-29,Good,Chicago,PhD,477,17,Female
2112,32,HR,Senior,74665,2011-07-07,Average,Chicago,PhD,4366,2,Male
2113,64,Sales,Senior,46541,2011-07-04,Excellent,Chicago,PhD,7741,14,Female
2114,27,Sales,Intern,50493,2019-05-08,Excellent,New York,PhD,1845,11,Male
2115,42,Finance,Junior,44691,2021-07-27,Excellent,Los Angeles,High School,6169,12,Female
2116,65,Marketing,Junior,67821,2014-03-23,Average,Dallas,High School,3593,2,Female
2117,24,Marketing,Intern,80548,2016-05-08,Excellent,New York,Bachelor's,3805,17,Female
2118,34,Sales,Intern,97179,2013-12-20,Good,San Francisco,Bachelor's,9757,6,Male
2119,62,Finance,Senior,82560,2024-12-02,Below Average,New York,Master's,116,4,Male
2120,46,HR,Senior,106195,2016-11-01,Below Average,Dallas,Bachelor's,5331,7,Male
2121,59,HR,Senior,75194,2020-01-02,Excellent,Dallas,Bachelor's,4542,11,Male
2122,32,Marketing,Senior,103032,2013-03-31,Below Average,Los Angeles,Master's,5610,12,Male
2123,23,Sales,Manager,57088,2018-02-01,Below Average,Los Angeles,Bachelor's,2777,1,Male
2124,26,Marketing,Senior,148776,2020-01-28,Average,Dallas,Bachelor's,6370,14,Male
2125,22,Engineering,Senior,94721,2013-11-02,Below Average,Chicago,PhD,2389,18,Female
2126,49,Engineering,Junior,146441,2016-06-22,Below Average,Chicago,PhD,9343,7,Female
2127,34,Finance,Manager,107154,2018-10-12,Average,Los Angeles,PhD,3642,14,Female
2128,33,HR,Junior,128865,2014-08-30,Average,New York,Master's,8781,20,Female
2129,55,Sales,Senior,93774,2014-01-06,Excellent,New York,PhD,9204,12,Male
2130,36,Sales,Junior,60266,2014-08-20,Average,Los Angeles,High School,9441,8,Male
2131,53,HR,Manager,91782,2024-08-07,Below Average,Dallas,Bachelor's,1440,20,Male
2132,22,Marketing,Senior,61125,2022-05-23,Good,San Francisco,PhD,12,18,Female
2133,44,HR,Intern,79070,2020-04-30,Good,Dallas,PhD,6570,15,Female
2134,62,Sales,Manager,31677,2015-08-29,Good,Dallas,Master's,6808,11,Female
2135,35,Engineering,Manager,100720,2012-04-07,Below Average,Los Angeles,PhD,3631,6,Male
2136,26,Finance,Intern,104076,2017-05-29,Excellent,Dallas,Master's,2958,10,Female
2137,42,Engineering,Intern,94250,2013-07-08,Good,New York,Bachelor's,1158,10,Male
2138,46,Finance,Intern,71033,2024-09-11,Excellent,New York,Bachelor's,1901,1,Male
2139,56,Marketing,Senior,110415,2020-10-19,Good,Chicago,PhD,2380,7,Female
2140,22,HR,Junior,135987,2017-05-16,Average,San Francisco,High School,2961,11,Male
2141,47,Sales,Manager,61653,2025-01-24,Below Average,San Francisco,High School,850,9,Female
2142,31,Sales,Junior,99499,2010-05-25,Average,New York,High School,2130,2,Female
2143,31,Marketing,Junior,88393,2019-01-24,Average,Chicago,High School,6527,5,Male
2144,25,Finance,Intern,44041,2015-06-11,Excellent,Chicago,Bachelor's,3595,3,Female
2145,52,Engineering,Senior,37917,2022-11-21,Good,New York,PhD,1430,5,Male
2146,63,Finance,Intern,133459,2018-06-18,Excellent,New York,Master's,9304,18,Female
2147,57,HR,Intern,91999,2013-08-30,Good,Los Angeles,Master's,3008,10,Male
2148,45,Finance,Senior,103482,2024-02-19,Below Average,Dallas,High School,6974,20,Female
2149,31,Sales,Junior,111305,2019-10-26,Excellent,Los Angeles,Bachelor's,7527,12,Female
2150,45,HR,Senior,138516,2022-07-20,Average,New York,PhD,4248,10,Female
2151,39,Marketing,Intern,130634,2022-02-04,Average,Los Angeles,High School,3647,8,Male
2152,63,Engineering,Junior,80550,2023-08-11,Average,Dallas,Bachelor's,6375,15,Female
2153,38,Sales,Manager,147905,2020-07-28,Average,Chicago,Master's,9876,0,Female
2154,33,Finance,Senior,86728,2012-01-30,Good,New York,High School,1724,5,Female
2155,27,Engineering,Intern,50585,2014-11-01,Good,Los Angeles,High School,1171,20,Female
2156,50,HR,Intern,74546,2021-10-08,Average,San Francisco,Master's,2978,4,Female
2157,51,Marketing,Senior,133485,2019-11-14,Excellent,San Francisco,PhD,4111,14,Male
2158,65,Marketing,Senior,61467,2018-01-02,Average,New York,Bachelor's,7735,16,Male
2159,63,Sales,Intern,102267,2010-08-22,Below Average,Chicago,High School,3543,1,Male
2160,52,Marketing,Intern,84693,2022-02-13,Average,Dallas,PhD,1009,2,Female
2161,42,Marketing,Senior,84667,2017-11-05,Good,Chicago,PhD,8991,9,Female
2162,54,Sales,Intern,66321,2024-11-10,Average,New York,Bachelor's,4161,10,Female
2163,60,Finance,Junior,122863,2015-10-20,Average,Chicago,Master's,8383,8,Male
2164,45,HR,Senior,49231,2017-06-20,Excellent,Dallas,Master's,164,12,Female
2165,65,Sales,Intern,72854,2012-12-11,Below Average,Chicago,Master's,5301,18,Male
2166,27,Sales,Intern,147717,2018-01-16,Good,San Francisco,High School,8642,3,Female
2167,60,Marketing,Manager,55863,2020-07-08,Good,Los Angeles,High School,5361,0,Female
2168,54,Finance,Intern,128938,2013-11-25,Average,Dallas,PhD,8390,10,Male
2169,35,Sales,Junior,143945,2012-05-18,Excellent,Dallas,Master's,7863,19,Female
2170,43,HR,Intern,52799,2021-04-04,Below Average,Los Angeles,PhD,8430,12,Male
2171,35,Marketing,Junior,135153,2011-04-10,Below Average,Los Angeles,PhD,6658,20,Female
2172,61,Sales,Junior,123624,2017-06-21,Good,San Francisco,Master's,3545,20,Female
2173,24,HR,Junior,116159,2012-11-25,Average,Los Angeles,Master's,5903,6,Female
2174,42,HR,Junior,114534,2016-09-01,Below Average,Los Angeles,Master's,6753,9,Female
2175,55,HR,Manager,79475,2017-03-23,Good,San Francisco,PhD,4235,6,Male
2176,27,Marketing,Manager,69548,2020-06-02,Excellent,Chicago,High School,3938,19,Male
2177,58,Engineering,Manager,86359,2016-12-11,Below Average,New York,High School,8619,16,Male
2178,36,Sales,Intern,74998,2019-01-24,Below Average,Chicago,Bachelor's,9847,17,Male
2179,29,Finance,Junior,116980,2018-11-13,Below Average,San Francisco,High School,9775,16,Male
2180,31,Engineering,Manager,123884,2024-09-13,Excellent,Chicago,Bachelor's,1247,2,Male
2181,58,Engineering,Junior,132428,2016-01-14,Excellent,New York,Master's,7615,6,Male
2182,40,Finance,Senior,139942,2022-04-05,Good,New York,PhD,6234,10,Female
2183,27,Marketing,Junior,60520,2016-08-30,Good,San Francisco,High School,7224,2,Male
2184,56,Engineering,Manager,82804,2017-10-29,Below Average,Chicago,High School,7250,3,Female
2185,45,Marketing,Manager,70588,2023-04-30,Average,Los Angeles,Bachelor's,424,15,Female
2186,37,HR,Senior,109896,2024-09-18,Average,Chicago,High School,6445,20,Female
2187,31,Finance,Intern,145522,2016-10-03,Excellent,Los Angeles,High School,2751,3,Male
2188,48,Sales,Junior,98130,2013-03-01,Below Average,Dallas,Master's,7151,2,Female
2189,48,HR,Manager,64092,2014-04-25,Excellent,Chicago,Bachelor's,9490,19,Female
2190,36,Engineering,Senior,132710,2020-09-25,Below Average,Chicago,PhD,34,11,Male
2191,35,Marketing,Junior,88885,2016-08-05,Good,Dallas,High School,5357,5,Female
2192,27,Engineering,Manager,62724,2013-11-02,Average,Los Angeles,PhD,9859,19,Male
2193,64,Sales,Senior,145090,2020-01-25,Below Average,Chicago,Bachelor's,7906,20,Male
2194,35,Engineering,Junior,62270,2017-01-28,Average,San Francisco,Master's,8262,0,Female
2195,34,Marketing,Senior,48679,2013-09-07,Below Average,New York,High School,8212,6,Male
2196,32,Finance,Manager,84833,2022-10-15,Below Average,San Francisco,Master's,8471,17,Male
2197,49,Finance,Intern,146621,2013-06-08,Below Average,New York,PhD,9724,14,Female
2198,61,Finance,Manager,77272,2010-07-16,Below Average,San Francisco,Bachelor's,3305,16,Male
2199,63,Marketing,Junior,91180,2019-01-05,Excellent,Dallas,High School,7730,8,Female
2200,36,Finance,Junior,35267,2024-04-04,Average,Dallas,PhD,430,2,Female
2201,60,Engineering,Intern,36388,2014-03-13,Average,Chicago,High School,7693,18,Female
2202,56,Finance,Junior,33558,2020-03-16,Excellent,San Francisco,Master's,7490,20,Male
2203,25,HR,Senior,60892,2012-01-07,Good,Dallas,High School,970,8,Female
2204,42,Finance,Intern,128662,2024-03-25,Below Average,Los Angeles,Bachelor's,8903,12,Male
2205,37,Sales,Manager,65177,2014-08-14,Good,Los Angeles,PhD,9384,3,Female
2206,62,Sales,Manager,141553,2015-06-28,Excellent,Chicago,PhD,9886,7,Male
2207,38,Finance,Junior,65688,2020-10-09,Below Average,Dallas,Master's,9343,16,Female
2208,28,HR,Intern,91631,2022-05-10,Excellent,San Francisco,High School,7203,14,Female
2209,53,Marketing,Senior,115934,2022-06-27,Good,San Francisco,Bachelor's,1625,0,Male
2210,64,HR,Intern,74367,2019-05-21,Good,Dallas,Bachelor's,7489,8,Female
2211,42,HR,Senior,78578,2013-04-06,Average,Chicago,PhD,5762,18,Male
2212,52,HR,Senior,82403,2010-11-29,Average,Los Angeles,Master's,6958,15,Male
2213,39,Finance,Intern,95374,2015-07-19,Below Average,New York,Master's,6357,17,Female
2214,26,Engineering,Junior,112379,2012-05-08,Below Average,Los Angeles,PhD,130,0,Female
2215,44,HR,Intern,88052,2023-08-15,Average,New York,Bachelor's,1474,9,Male
2216,56,HR,Senior,55344,2012-12-24,Excellent,New York,Bachelor's,9932,11,Female
2217,26,Marketing,Manager,119524,2015-02-28,Average,New York,Bachelor's,9354,4,Male
2218,58,HR,Senior,79732,2016-02-08,Good,Chicago,PhD,4415,6,Female
2219,31,Finance,Intern,92478,2022-12-28,Good,New York,Bachelor's,3863,5,Female
2220,49,Sales,Manager,40803,2013-02-04,Average,Los Angeles,Master's,4227,1,Female
2221,30,Finance,Senior,98006,2011-03-10,Average,New York,PhD,5132,8,Male
2222,58,Engineering,Junior,134007,2022-03-28,Excellent,San Francisco,Bachelor's,3948,7,Male
2223,51,Engineering,Senior,140475,2011-04-03,Good,New York,Bachelor's,9938,18,Female
2224,50,HR,Manager,145434,2015-06-04,Good,New York,PhD,1195,16,Female
2225,63,Finance,Intern,36694,2011-03-03,Below Average,San Francisco,High School,8323,13,Female
2226,43,Finance,Manager,70666,2015-12-22,Below Average,Chicago,High School,7694,3,Male
2227,22,Sales,Senior,99015,2014-08-28,Good,Los Angeles,High School,831,14,Male
